Point;LatLng
135;39.88003,57.609598
136;39.8718450,57.5973210
137;49.639871,58.600580
138;32.223863,52.719722
139;55.9001261,53.6369775
140;59.0127980,51.3824250
141;39.8444060,59.2093700
142;32.086349,54.784117
143;37.697925,55.7035858
144;37.792901,55.723464
145;49.2910638,53.579753
146;83.720199,53.341124
147;34.3775025,53.2488311
148;56.0647668,54.7863829
149;32.0814070,54.7790720
150;37.5451323,45.2228052
151;39.243603,45.036106
152;39.8645472,57.3063930
153;44.0053015,56.2371430
1135;37.651582,55.752972
1136;65.339249,55.460931
1137;104.314445,52.293361
1138;39.079643,45.013472
1139;48.0697375,46.3589457
1140;104.306666,52.294407
1141;42.107540,56.239613
1143;104.3032051,52.2955438
1151;104.314445,52.293361
1152;36.054396,52.971022
1153;55.157636,51.837875
1154;42.098440,61.074181
1156;55.900273,53.636964
1157;43.500307,56.242189
1159;49.660414,58.603267
1161;56.8351085,59.4177010
1162;59.9815210,57.9186860
1163;60.712018,55.751092
1164;39.8413531,57.6599727
1165;37.345865,60.770000
1167;50.2249429,53.2727049
1168;34.9864970,55.5451288
1169;60.6642712,56.7834317
1170;37.8154389,51.3051031
1171;45.0425960,53.1880669
1172;36.1730749,51.6996197
1173;60.0784906,55.0640659
1178;44.0617096,56.3070297
1179;65.5531308,57.1360382
1180;65.5531308,57.1360382
1181;37.4441599,55.8235290
1183;31.9989940,54.8076590
1184;31.9989940,54.8076590
1187;37.9140159,59.1541640
1190;60.6971760,56.7493530
1191;39.8221280,57.6145890
1192;43.5057582,56.2416836
1193;32.0647940,54.7649060
1194;39.8046780,57.6314820
1195;43.4743771,56.2546389
1196;43.4082354,56.2353620
1198;60.7528951,55.8936265
1200;73.2901462,55.0473972
1201;41.0489444,56.9676883
1202;41.0489444,56.9676883
1203;39.5063298,57.8654775
1206;41.4423062,52.7235980
1207;72.631930,61.094356
1209;37.640324,55.819108
1210;37.6077163,55.8961512
1211;72.5816466,61.0980641
1212;39.8192580,57.6050640
1213;104.2999524,52.3027281
1214;37.6081963,55.9044740
1218;40.9648880,57.7489550
1221;39.8406370,59.2184330
1222;68.344491,58.204441
1223;60.6398230,56.8234210
1224;84.9765029,56.4827030
1225;37.4744230,55.8550720
1226;36.5681490,50.6219340
1227;32.0300470,59.4554990
1228;30.3441709,59.9693528
1230;30.4236430,59.9186920
1234;73.4742809,54.9554234
1235;73.3288937,54.9586984
1237;48.0684810,46.3586840
1238;104.3067210,52.2948460
1245;39.2578991,51.5986125
1247;65.4421620,57.1745990
1250;113.4755161,52.0360248
1251;73.2896850,54.9980450
1252;59.0127980,51.3824250
1253;49.1755489,55.7855860
1254;30.6316301,50.4412990
1255;49.0515768,55.8203343
1256;30.3084520,60.0573750
1257;61.3595756,55.1062381
1259;39.6164801,47.2432423
1260;39.6164801,47.2432423
1261;39.7345570,47.2574140
1263;65.4108709,62.1319257
1264;27.646455,53.932790
1265;37.615304,54.187572
1266;34.416982,53.216313
1267;42.1679466,57.4375263
1268;61.3574742,55.2254345
1269;36.6780773,50.5949105
1270;42.1679466,57.4375263
1271;40.9789650,57.7456300
1272;43.8321702,56.3802751
1273;62.725471,56.849900
1274;34.3055310,61.7992120
1275;39.8583082,57.6163035
1276;39.8825810,57.6402050
1277;34.3055310,61.7992120
1280;65.265816,58.038177
1282;104.2182480,52.2729260
1284;30.2783900,59.9245770
1286;60.4753140,56.9935980
1287;83.6681990,53.3357050
1288;87.1620640,53.7406710
1289;37.8124119,55.7105216
1292;30.4853540,59.8684414
1293;39.6128680,47.2272370
1295;39.4128385,57.1911514
1296;39.8478388,57.3041602
1297;38.8303294,56.7211205
1298;38.8294190,56.7206853
1299;39.5371991,57.3058339
1300;47.2504410,56.1211870
1301;30.3255150,59.8548100
1302;30.3003802,59.9032414
1303;40.4921060,56.1744250
1304;40.4496290,56.1725090
1305;30.3460310,59.8314700
1306;30.3985047,59.9029820
1309;30.418581,59.860667
1311;40.9786410,57.7619120
1312;39.8639698,57.6103242
1313;40.9330684,57.7624261
1314;43.5046680,56.2429210
1315;39.8556524,57.3048648
1317;37.6585180,55.6738980
1318;41.3123460,56.3748210
1320;27.438592,53.885665
1322;30.4010077,59.9169428
1323;30.2769150,60.0746180
1324;30.3431170,60.0123760
1325;30.2459110,59.8665740
1326;38.8685728,56.7571955
1328;38.3279996,57.5339731
1329;62.022025,56.898884
1332;43.8915570,56.2591270
1334;39.067415,55.368902
1335;38.137385,59.331986
1336;53.2021809,56.8138367
1337;53.2021809,56.8138367
1338;53.1999580,56.8232380
1339;40.9533423,57.0126601
1340;40.5773582,57.4572354
1341;40.5773582,57.4572354
1342;40.5773582,57.4572354
1343;40.9934806,56.9897612
1344;44.0617096,56.3070297
1347;37.6259300,54.1655102
1350;86.0612858,55.3388979
1352;34.3731280,53.2831050
1353;40.9439830,57.7748520
1355;30.3564470,59.9094120
1356;60.6101640,56.9175770
1358;60.6101640,56.9175770
1360;47.2853170,56.1173044
1362;91.4293172,53.7175644
1363;59.9575745,56.9094826
1365;44.7799791,48.7962309
1366;37.7679104,44.7010807
1367;38.9454769,45.0526470
1368;39.8721790,57.6381730
1369;43.814537,55.408695
1370;30.4490630,59.8888580
1371;28.7758230,60.7043800
1372;30.3819360,59.8792910
1373;37.8993210,59.1331550
1374;37.9718758,59.1298135
1375;37.9184845,59.1514218
1377;73.4612860,61.2599420
1378;39.844815,57.637973
1379;92.8622524,56.0407950
1381;37.6140550,54.2008410
1382;27.6028085,53.8794040
1386;25.473613,42.974869
1387;30.4850001,59.9450165
1389;65.283437,55.428250
1390;43.9950984,56.2970990
1393;39.9357020,59.2261909
1394;39.9211301,59.1983461
1395;39.8633590,59.2063130
1398;37.9708269,59.1343589
1399;40.0702755,44.6213289
1400;34.5730670,57.5729768
1401;61.6802622,57.9858802
1410;86.1319993,55.3249126
1411;61.6802622,57.9858802
1413;30.4285210,59.9454540
1415;35.7953032,56.8429918
1416;30.4151701,59.9387040
1417;30.3230630,59.9805650
1418;30.2350670,59.9982320
1419;30.4309500,59.9456970
1420;30.4911860,59.8890430
1421;30.3577630,59.9171810
1422;30.3513300,59.8731670
1423;30.4309620,60.0189200
1424;30.3273250,59.9945350
1425;30.3350986,59.9342802
1426;30.4752060,59.7618970
1427;30.4309500,59.9456970
1429;86.0623044,55.3450231
1430;61.4574275,57.0114203
1431;73.4361240,54.9167970
1432;61.4727802,57.0141406
1433;61.4515537,57.0054284
1434;30.6186370,59.7564840
1435;30.6186370,59.7564840
1436;30.6186370,59.7564840
1441;30.4546880,59.9227900
1522;39.8089456,54.6165505
1524;60.7097968,56.7548153
1525;30.4010829,59.8393124
1526;49.2803947,53.5748074
1527;49.3182190,53.5247630
1528;49.3968192,53.5296004
1530;50.252254,53.458757
1531;48.2873310,54.2922961
1532;56.0893673,54.8916298
1533;55.1097743,51.8351497
1534;55.1082282,51.8273211
1535;50.2441460,53.1878500
1536;40.4672510,56.1734870
1538;30.3917490,59.8827950
1539;49.4872260,53.4818140
1540;60.4950080,56.8200840
1541;36.0997410,51.6520840
1542;40.9766453,57.0050671
1543;40.9861060,57.7804670
1545;39.289418,56.929729
1546;39.6564456,54.6740762
1547;60.590943,56.838809
1548;63.636157,56.068025
1551;60.6483900,56.7815910
1552;59.9397390,57.8859560
1553;43.9863595,56.2897500
1555;60.5761252,56.8209564
1443;46.5962544,57.6706677
1444;40.5137183,56.8552275
1446;40.9827860,56.9636510
1447;18.013508,53.100539
1449;40.9698928,57.7774816
1455;30.4790840,59.8843940
1456;30.3626933,59.8328894
1457;37.4680870,55.6919790
1458;30.8799670,59.7918940
1459;30.1909690,59.8245980
1461;36.0814210,52.9711440
1462;36.6329070,55.0894900
1468;35.0140953,57.8754116
3558;37.3739890,55.7260380
3559;32.1022547,54.7705931
3560;37.6173000,55.7558260
3561;69.6420415,42.3244075
3563;43.9360589,56.2965039
3564;36.1615370,51.6983970
3565;37.4127320,55.9053310
3566;43.9360589,56.2965039
3567;60.1034961,55.0506795
3569;40.9616895,57.7647718
3570;40.9698928,57.7774816
3571;37.6725387,55.6461511
3576;30.1064659,59.5624627
3577;39.6115520,47.2348120
3578;40.1639750,47.7106850
3579;37.8343316,55.8252126
3580;27.6194626,53.8721032
3581;38.2490769,55.5612548
3582;38.2490769,55.5612548
3583;61.3611592,55.2084135
3587;40.9766453,57.0050671
3588;38.9168210,45.0580349
3589;52.3721038,55.7185054
3590;27.6230782,53.9295503
3591;30.3350986,59.9342802
3592;42.0983621,61.0742018
3593;37.3739890,55.7260380
3594;37.3739890,55.7260380
3595;37.3739890,55.7260380
3596;37.3739890,55.7260380
3597;37.3739890,55.7260380
3598;37.3739890,55.7260380
3599;37.3739890,55.7260380
3600;32.0215540,54.7679510
3601;71.4489640,51.1681384
3602;39.6115520,47.2348120
3603;40.4151790,56.1444320
3604;41.9746486,57.2371192
3605;39.8844708,57.6260744
3609;27.5998549,53.9467870
3611;39.9128792,57.6434661
3612;76.9627322,43.2509278
3614;40.0786299,56.0485288
3615;37.6029659,55.8099359
3616;76.8983327,43.1966258
3617;61.3016170,55.1711100
3618;27.5615244,53.9045398
3619;27.6990411,53.9195025
3621;66.9236840,48.0195730
3622;30.2009332,55.1739372
3623;39.7216720,54.6361670
3625;39.8844708,57.6260744
3627;73.1093826,49.8046835
3631;73.0979463,49.8203015
3632;69.6069431,42.3310449
3633;60.6057025,56.8389261
3634;37.6472930,55.8292850
3635;35.9175965,56.8587214
3637;36.9646199,56.1870410
3638;27.6775914,53.9058432
3639;35.9573132,56.0363252
3640;30.3350986,59.9342802
3641;35.8811770,56.8259330
3642;35.9395924,56.8437532
3643;35.8218100,56.8427080
3644;35.8486590,56.8508600
3645;35.9275477,56.8806789
3646;36.7848104,56.7210925
3647;27.5970242,53.9116777
3648;66.9236840,48.0195730
3649;66.9236840,48.0195730
3650;66.9236840,48.0195730
3651;30.1315580,61.0207062
3652;30.1315580,61.0207062
3653;73.3242362,54.9884804
3654;59.0399711,53.3990602
3655;60.3856170,54.9810702
3658;52.3721038,55.7185054
3659;60.1068888,55.0427707
3660;42.3493848,58.3750411
3661;42.3493848,58.3750411
3662;9.5017850,56.2639200
3663;38.8388633,57.8991523
3664;27.5093984,53.9069649
3666;40.5773582,57.4572354
3667;34.9908330,55.5626451
3668;49.1389380,55.8284760
3670;35.7943620,56.8429260
3671;27.4620920,53.8442686
3672;35.9175965,56.8587214
3673;37.6295900,55.6421820
3674;41.0784495,56.9338742
3675;39.8395550,57.6711310
3676;37.6173000,55.7558260
3678;43.8625649,56.2975990
3679;39.8487620,57.6320030
3680;29.9268868,56.0144648
3683;35.9175965,56.8587214
3684;30.1341099,61.0390194
3687;41.9098812,57.1983725
3690;-0.469950,39.448274
3691;41.9098812,57.1983725
3692;127.4801721,54.6035065
3693;39.6415170,47.2565340
3696;41.4830084,57.1056854
3697;37.2494879,55.9823949
3698;30.3141762,59.9881153
3699;60.6057025,56.8389261
3700;36.1153440,52.9932718
3702;46.0436150,51.5557840
3703;124.7058164,56.6614269
3704;27.5953066,53.9092333
3705;36.0319695,52.9407545
3707;30.3354653,59.8844909
3710;27.4525692,53.9070933
3711;41.0010059,56.9556250
3712;40.9865290,56.9939020
3713;39.8675659,57.5944050
3714;39.8042424,57.6754571
3715;38.8582180,58.0305040
3716;33.4376430,44.5470350
3718;39.5942969,47.2420524
3720;46.6618007,61.2468493
3726;27.4497372,53.9061432
3728;41.9230300,44.9894580
3729;37.9370390,59.1509030
3730;41.9173848,57.2147632
3731;39.5943440,47.2428230
3732;40.3018480,46.8501440
3733;39.6327040,47.1918206
3736;38.1802745,56.4917328
3739;-3.4359730,55.3780510
3740;52.3602101,55.6913658
3744;35.5265673,56.0364297
3747;34.1456301,44.9536905
3748;30.3350986,59.9342802
3751;43.4351804,56.2440992
3752;32.2420574,52.7184389
3756;32.2566693,52.7566164
3757;38.7891649,58.0402310
3760;37.5288416,56.3427702
3762;37.2021514,55.9871526
3763;34.0607617,44.9382955
3764;61.3599569,55.2386109
3766;63.6850141,58.0412960
3767;42.0991053,61.0637658
3768;40.5601553,64.5472507
3770;19.1451360,51.9194380
3771;50.8006569,61.6725997
3780;38.9401831,55.7921742
3781;39.8205610,57.6541400
3782;38.8827665,58.0373297
3786;50.7967359,61.6537645
3787;69.4047872,53.2948229
3795;37.6888409,55.7052888
3796;30.6106121,64.5937182
3799;45.9540031,51.5886601
3800;46.0103600,51.5671920
3801;46.0589842,51.5325441
3802;46.0115451,51.5394170
3803;46.0058937,51.6100342
3804;45.9834964,51.5127999
3811;30.3398800,59.9885320
3812;30.4703280,59.9673930
3813;30.3917490,59.8827950
3816;40.4178686,56.1445956
3817;46.6618007,61.2468493
3818;55.9720554,54.7387621
3819;40.1535332,56.4757583
3820;37.8890422,55.9669546
3822;37.6219020,55.6158350
3824;43.4685680,56.2569120
3825;37.8322381,57.2396001
3826;83.7697832,53.3547792
3827;37.5095894,56.3332341
3828;38.9702093,55.8350370
3829;39.7587450,54.6377730
3830;45.9798167,51.5563789
3831;38.2857709,55.4170969
3832;37.3733675,56.8486488
3833;36.2850973,54.5518584
3834;39.9475760,59.1986150
3835;53.4895394,54.4772015
3836;36.2399577,54.5135521
3837;39.6351270,54.6270540
3838;47.9073650,56.6383325
3839;99.0248359,54.9019282
3841;36.1411850,51.7117560
3842;37.6173000,55.7558260
3843;37.6915050,55.7068899
3844;37.6489003,55.7387699
3845;49.6667983,58.6035321
3846;31.2605800,58.5331610
3848;65.5250172,57.1612975
3849;52.2613248,52.7732825
3850;37.8518552,55.9316797
3851;73.3242362,54.9884804
3852;40.5601553,64.5472507
3853;38.1568820,55.9257979
3854;84.9924506,56.5010397
3855;52.3721038,55.7185054
3856;61.3033780,55.1718100
3858;61.4368431,55.1644419
3859;61.3681768,55.2257249
3860;29.0940090,56.7708599
3861;39.5981225,52.6121996
3862;30.3833160,59.8833640
3863;36.0624898,52.9668468
3864;38.7695491,55.0725630
3865;36.2952344,54.5285988
3866;37.7786599,55.7264999
3869;68.2672500,58.2267810
3870;39.5810740,47.2396660
3871;34.3613537,61.7930269
3874;40.4178686,56.1445956
3875;39.5220722,50.2035253
3877;32.0568337,54.7904221
3878;65.5888981,57.1245522
3879;35.9175965,56.8587214
3880;40.9558510,57.0097390
3881;58.4478850,54.8246707
3882;40.9698928,57.7774816
3883;37.6639410,55.7358260
3885;39.8844708,57.6260744
3886;39.4937988,47.2844915
3887;39.7056786,47.2440200
3888;27.797942,53.801667
3890;39.8580417,57.6182726
3891;37.5311610,55.8541850
3892;39.8762210,57.6461351
3893;40.8690610,57.7314510
3894;90.4720588,56.0018035
3895;59.9947910,57.8981470
3896;44.4991029,40.1791857
3897;57.749402, 40.980044
3898;34.3296300,53.2589020
3899;47.1610970,61.3125573
3903;86.6497580,54.0055243
3904;86.6497580,54.0055243
3905;49.6040260,58.6343772
3906;34.0894288,44.8935520
3907;30.3636573,59.8979649
3908;46.5160420,61.2774580
3909;39.8978052,59.2180665
3910;32.0503663,54.7903112
3911;36.0352726,52.9445362
3912;38.5048669,52.6170992
3913;39.8844708,57.6260744
3914;40.5601553,64.5472507
3916;37.7601574,55.5171745
3917;39.8844708,57.6260744
3918;28.3344734,57.8166994
3919;36.5900975,53.2856464
3920;33.1097098,68.9830755
3922;42.0841882,57.4696399
3923;39.8844708,57.6260744
3924;41.3863147,56.8353728
3926;38.1443400,54.8302299
3929;36.0377147,52.9426548
3930;40.9698928,57.7774816
3931;40.2189310,56.0840590
3932;40.9424930,57.7789820
3933;38.8116968,58.0574860
3934;31.2701970,58.5543794
3935;37.8298100,55.8147890
3936;60.6573137,56.8578651
3937;41.3027810,56.3628100
3938;42.1159511,57.4426249
3941;38.4503218,57.7868036
1767;10.7522454,59.9138688
1769;30.3269863,59.8521331
1770;49.6653134,58.6262152
1771;30.3450121,60.0662069
1772;30.3917490,59.8827950
1773;104.2872549,52.2395659
1775;29.8446941,58.7333678
1776;30.3350986,59.9342802
1778;15.8477575,50.2108356
1779;30.3950065,60.0411061
1780;30.3174310,60.0252630
1781;30.3350986,59.9342802
1782;30.2027710,59.8575110
1783;30.6183302,59.7561467
1784;30.3950065,60.0411061
1785;30.3174310,60.0252630
1786;30.2027710,59.8575110
1787;30.6183302,59.7561467
1788;30.3315000,60.0621700
1789;65.6115290,57.1554300
1791;60.6694812,56.8378360
1792;37.4587379,55.8423350
1793;39.7295110,43.5963860
1795;39.8844708,57.6260744
1796;60.5153274,56.7905147
1797;60.5153274,56.7905147
1799;33.5410320,59.6443858
1800;7.4066120,47.7138890
1801;30.3350986,59.9342802
1802;30.3350986,59.9342802
1803;24.7535746,59.4369608
1804;30.3350986,59.9342802
1808;30.3350986,59.9342802
1810;30.3646931,59.8764542
1811;30.3350986,59.9342802
1812;30.3350986,59.9342802
1813;41.4653750,52.7430110
1814;30.3580945,60.0563330
1815;4.4699360,50.5038870
1816;65.6127130,57.1180270
1817;30.2710236,59.9983942
1818;30.3340450,60.0294680
1820;30.2760130,59.9979980
1822;36.7558078,56.3254833
1823;61.4529442,56.7707828
1824;37.8377350,55.7458830
1825;39.8210581,57.6739272
1826;37.5467952,55.9543373
1827;37.5467952,55.9543373
1828;39.6412855,47.2292533
1829;40.4200927,48.9288513
1830;37.6760040,55.8867900
1831;64.0479073,51.5077096
1833;39.1822180,45.1329663
1834;38.9082399,47.2162362
1835;38.9571494,45.6153579
1836;39.6231409,47.2372860
1837;39.7378477,47.1397610
1838;39.6310327,47.1951449
1839;12.0709365,57.5135643
1841;39.6235430,47.1913690
1842;39.9434012,47.7665370
1843;38.9535749,45.6068947
1844;38.6609821,46.6217603
1845;60.7324950,56.7519280
1846;38.9620420,45.6055196
1847;39.7842396,47.1258017
1848;40.5961393,64.5327158
1849;34.1024170,44.9521170
1850;33.5216401,44.5855765
1851;40.0946140,47.4205260
1852;38.8746129,47.2142100
1853;38.9155040,47.2325250
1854;41.9309456,44.9974514
1856;40.7216399,47.0961700
1857;38.6729870,44.8334370
1858;40.0893780,47.4223630
1859;41.2899061,48.1863051
1860;34.1361120,44.4847539
1861;39.0306071,45.0489038
1862;30.3515250,59.9647440
1863;42.1872305,47.5302596
1864;42.0970338,47.6388075
1865;39.6152700,47.2309680
1866;39.8146402,47.2757658
1867;41.9683431,45.0454764
1868;39.6952920,47.2967190
1869;39.5368326,47.0797760
1870;39.7015050,47.2357137
1871;39.7737621,47.2611415
1872;39.6146230,47.2393990
1873;28.3020510,57.8424160
1874;28.3020510,57.8424160
1877;43.1043060,55.9448506
1878;43.8686830,56.2579809
1880;61.3681768,55.2257249
1881;44.4472100,48.7459051
1882;44.4472100,48.7459051
1883;24.2572994,56.8743699
1884;44.4472100,48.7459051
1885;24.1051864,56.9496487
1886;41.3245720,56.3542480
1887;33.0913189,68.9048133
1888;25.0136070,58.5952720
1889;61.3813130,55.2185117
1890;40.1514903,45.8552838
1891;49.1501259,55.8275838
1892;49.1276265,55.8262103
1893;83.715170,53.364528
2893; 23.768145,52.099165
2894;49.1255781,55.7633524
2897;33.3644362,35.1686604
2898;33.0847620,68.8979310
2899;45.9798167,51.5563789
2900;41.3171220,56.3570800
2902;23.8815471,54.9252316
2904;31.9849078,54.7701147
2905;86.1065260,55.3442610
2906;10.033112,45.629842
2907;23.3177570,55.9101990
2908;40.4111390,56.1557360
2909;105.3187560,61.5240100
2910;76.8829077,43.2711708
2912;49.1995480,55.8098070
2913;30.4855894,56.3368173
2915;30.2892060,59.8615170
2916;84.9900723,56.4424109
2917;39.5996206,47.2402712
2918;39.5996206,47.2402712
2920;30.3329280,59.8952490
2921;30.3810806,60.0290499
2922;30.3914274,59.9335631
2924;82.7276100,54.9931091
2925;39.8844708,57.6260744
2926;37.8340240,55.6360870
2927;39.8844708,57.6260744
2928;49.2046020,55.8073590
2929;49.2046020,55.8073590
2930;37.9278870,59.1573300
2932;49.1363450,55.7702860
2933;49.1363450,55.7702860
2934;44.7798178,48.8172448
2935;44.7498100,48.8178183
2936;37.7262360,55.5537060
2937;36.5821320,50.6297400
2938;38.7984950,58.0580770
2939;43.8769880,56.2660740
2940;39.7487590,54.6185940
2941;39.8380900,57.6573330
2942;49.1919414,55.8172816
2943;49.1043850,55.8308620
2944;39.2088823,51.6754966
2945;30.6119420,59.7275780
2946;49.1766180,55.7858159
2947;49.0869080,55.8221850
2948;38.9153525,47.4053490
2949;39.0507131,46.5276389
2951;31.2580219,58.5555528
2952;60.6615100,56.8373950
2953;31.2545701,58.5559700
2954;42.1498707,47.5072370
2955;38.8116968,58.0574860
2957;49.0696210,55.8029400
2958;44.781612,41.739787
2959;81.3222557,53.7933286
2960;31.9684474,54.7912680
2961;27.4132240,59.3382179
2962;38.9814455,45.0995328
2999;49.602658,58.606528
3013;41.5546700,46.4711063
3016;39.9704945,50.8727761
3017;82.8538530,54.9463190
3019;39.0998010,51.6476410
3023;61.3526650,55.1048170
3024;49.1481113,55.8239242
3025;34.4161100,53.2635306
3026;20.5360920,54.7072230
3027;43.9876290,56.2486350
3028;43.8883170,56.3384300
3029;44.0751622,56.2995367
3030;39.7216720,54.6361670
3031;40.4050050,56.1693780
3034;37.5297350,55.4252420
3035;37.5297350,55.4252420
3036;31.2741928,58.5255698
3037;86.1404150,55.3097240
3038;73.3998720,54.9610550
3039;73.3998720,54.9610550
3042;30.5731437,59.7532085
3043;30.5939360,59.7520530
3045;27.6785162,53.9050039
3046;30.5704240,59.7505910
3048;49.1748411,55.7972197
3049;73.3038060,54.9454280
3050;73.4251860,54.9859600
3051;73.3726729,54.9343895
3052;73.2652370,55.0506550
3053;73.2495250,55.0272499
3054;30.5015706,56.3512049
3055;30.3905332,59.8840493
3056;37.4387117,55.6639259
3057;41.0021484,56.9777340
3058;39.8571530,57.3063994
3059;38.9732096,46.0703091
3060;30.7776325,59.7650550
3061;8.8094700,51.0334200
3065;37.7120659,55.7841054
3066;30.3350986,59.9342802
3067;30.4860250,59.9005290
3068;39.8210581,57.6739272
3071;30.3350986,59.9342802
3072;39.8441439,57.6611342
3073;39.6629020,54.6618270
3074;39.7961480,54.6054560
3075;39.5422082,54.7103327
3076;41.9182177,57.2125733
3077;40.9717780,57.7493020
3078;30.2194935,59.8250646
3079;39.8844708,57.6260744
3080;53.7471594,63.5673210
3084;104.2320340,52.2732335
3086;37.9155350,59.0899510
3087;53.9068532,63.5932190
3088;30.3350986,59.9342802
3089;37.1917294,55.9274598
3090;31.3106703,58.5442203
3091;30.2846161,59.9895937
3092;53.7471594,63.5673210
3094;38.5158110,57.2886064
3095;37.5986690,55.6818180
3096;37.5362900,55.6114120
3097;37.4831140,55.8384060
3098;37.5855700,55.8592870
3099;37.8219070,55.7691620
3100;37.4748942,55.6879038
3101;37.4831430,55.7752140
3102;37.7383064,55.6042610
3103;29.1019100,59.9059670
3104;31.2692350,58.5410550
3105;33.5776354,60.7272830
3107;32.8638450,53.9531180
3108;60.6615100,56.8373950
3109;40.3705876,56.1459819
3110;60.5797324,59.6119159
3111;31.2741928,58.5255698
3113;34.0873561,44.9465480
3114;43.8803290,56.2928030
3116;43.0396360,44.0498933
3117;43.3857726,56.6451028
3119;31.2406220,58.5125150
3123;37.8205890,55.7614720
3124;37.5172022,55.6713538
3127;49.6904338,58.5612096
3128;38.9814455,45.0995328
3129;39.8844708,57.6260744
3130;86.0626630,55.3515930
3132;30.2685000,59.9972440
3133;40.4640130,56.4465754
3134;37.7708918,44.6849241
3135;33.9058041,58.3931104
3137;38.1238660,56.2779150
3138;38.1238660,56.2779150
3139;37.6684888,55.8450479
3140;60.6057025,56.8389261
3142;37.3538620,55.7234050
3143;41.0284092,56.9898703
3144;36.6253587,50.5909676
3145;104.1953970,35.8616600
3146;49.0252560,55.8264710
3147;64.0471585,67.5071874
3148;41.4216451,52.6416589
3149;39.1332255,51.6622637
3150;39.2376330,51.6209590
3151;40.1080869,44.5984115
3152;30.442045,59.815138
3153;39.7341543,43.6028079
3154;43.9249810,56.3216540
3155;30.2759570,59.8810620
3156;39.1224802,51.6868606
3159;30.4037364,59.9101266
3160;36.0610540,52.9741920
3161;35.9837772,52.8990819
3162;55.9720554,54.7387621
3166;43.8552363,55.4049198
3167;39.5901700,47.2453190
3168;35.321366,37.009985
3169;38.0503690,44.5914710
3170;28.904063,41.059147
1470;32.0733921,54.7543752
1472;43.9815713,56.2906543
1473;40.9814470,57.7495020
1475;39.7125857,54.6095418
1476;-1.015562,46.208560
1477;49.2803947,53.5748074
1478;38.9554662,44.9887587
1479;43.5046680,56.2429210
1480;43.5046680,56.2429210
1481;43.5046680,56.2429210
1482;43.5046680,56.2429210
1483;43.5046680,56.2429210
1485;82.9549810,55.0933600
1486;38.9554662,44.9887587
1487;38.9554662,44.9887587
1488;39.0244301,45.0002002
1489;82.9527881,55.0174951
1490;35.9304050,56.8739430
1491;36.0377147,52.9426548
1492;38.8685052,56.7491017
1494;15.176987,52.717618
1495;51.8469974,55.6131960
1497;37.6969170,55.5837430
1498;53.7742185,56.4539288
1499;53.7618375,56.4539933
1503;30.4437590,59.9640440
1505;52.3721038,55.7185054
1506;52.3721038,55.7185054
1508;52.3721038,55.7185054
1512;43.9360589,56.2965039
1515;47.8801979,56.6079802
1516;83.6098740,53.3493190
1517;35.8799266,56.8356122
1518;44.0272790,56.3024207
1519;55.0973018,51.7323064
1520;60.0089094,56.8851037
3214;60.6628300,56.7837210
3216;39.8793300,57.6203460
3217;36.0676302,52.9791026
3218;38.5217888,59.2110144
3219;132.0064506,43.1737387
3220;36.0320335,52.9404326
3222;36.5960017,55.1959875
3223;39.8844708,57.6260744
3224;39.7125857,54.6095418
3225;39.7125857,54.6095418
3226;37.5071149,55.8968534
3227;40.3967289,56.1469360
3228;20.4950200,54.7110468
3229;20.5531250,54.7107410
3230;39.8999029,57.6772916
3231;56.1113320,58.0391120
3232;60.0540190,58.3507470
3233;59.8560859,58.6309394
3234;60.5856610,59.6105880
3235;42.0451730,55.5676900
3236;44.5203802,40.1667727
3237;59.9816186,57.9214912
3238;59.9816186,57.9214912
3241;20.5338753,54.7428559
3246;37.6116378,54.2080662
3247;83.7697832,53.3547792
3248;-3.4359730,55.3780510
3249;61.4021911,55.1471612
3251;30.4065400,59.9229490
3252;37.8003888,55.9289281
3253;60.5698352,59.6124355
3255;41.1111326,44.9873603
3256;73.4478157,54.9239320
3257;73.4361240,54.9167970
3258;83.7143660,53.3640714
3259;104.3050183,52.2869741
3261;29.8505903,58.7408190
3262;30.3904590,59.8836880
3263;40.0702755,44.6213289
3264;30.3840580,59.8825250
3265;64.7828600,60.1237490
3266;60.6057025,56.8389261
3267;37.6803720,55.8433590
3268;30.3189050,60.0637850
3269;61.4368431,55.1644419
3271;47.8398690,56.4705656
3272;37.5479620,55.8814680
3274;35.9056613,56.8351919
3275;37.7352730,55.5922020
3276;39.8844708,57.6260744
3277;59.6858853,55.1558787
3279;34.3627752,61.7764684
3280;47.3133770,56.1287570
3281;33.1067880,69.0051330
3282;60.5974703,59.0490896
3284;39.7216720,54.6361670
3285;59.6790798,55.1683556
3288;60.5843356,56.8924060
3290;78.4229392,45.0119227
3291;33.9853142,57.0021654
3292;40.9766453,57.0050671
3293;60.6057025,56.8389261
3294;47.2627820,56.1167663
3297;37.7164530,55.7150970
3298;47.3169887,56.1273323
3299;33.5090044,44.5738884
3301;39.8983030,59.2456090
3302;40.9718721,56.9425793
3303;22.660427,54.250364
3304;43.9876290,56.2486350
3305;43.8883170,56.3384300
3306;65.3502460,55.4470970
3307;37.6200050,55.6862500
3308;60.6057025,56.8389261
3310;43.9360589,56.2965039
3312;60.6057025,56.8389261
3314;24.6031890,56.8796350
3315;56.1065760,57.9504220
3319;35.3671233,52.3333560
3323;44.0683969,54.2369441
3324;39.5844936,47.2399622
3325;30.3350986,59.9342802
